source_genesymbol	target_genesymbol	is_directed	consensus_direction	references
USP7	MDM4	1	1	ELM:20713061;HPRD:15916963;IntAct:15916963;LMPID:20713061;Lit-BM-17:15916963;Lit-BM-17:18566590;Lit-BM-17:20713061;SIGNOR:16082221;SPIKE:15916963
RELA	PTEN	1	1	SPIKE:14729949
E2F4	RBL1	1	1	ACSN:10766737;ACSN:16135806;CancerCellMap:12150994;CancerCellMap:7958925;CancerCellMap:8643455;CancerCellMap:9144196;DIP:9724731;HPRD:11573202;HPRD:12150994;HPRD:8643455;Lit-BM-17:12150994;Lit-BM-17:16360038;Lit-BM-17:17671431;Lit-BM-17:7958924;Lit-BM-17:7958925;Lit-BM-17:8657117;Lit-BM-17:9501179;Lit-BM-17:9724731;Lit-BM-17:9858615;NetPath:12150994;NetPath:7958925;NetPath:8643455
RBL2	E2F5	1	1	CancerCellMap:7760804;HPRD:11756542;Lit-BM-17:16600870;Lit-BM-17:17531812;Lit-BM-17:7760804;NetPath:7760804;SPIKE:15838517
RBL2	E2F4	1	1	CancerCellMap:8657117;CancerCellMap:9144196;HPRD:11573202;HPRD:17159899;IntAct:17531812;IntAct:20133863;Lit-BM-17:12006580;Lit-BM-17:16600870;Lit-BM-17:17159899;Lit-BM-17:17531812;Lit-BM-17:17671431;Lit-BM-17:22002537;Lit-BM-17:23108140;Lit-BM-17:9121766;Lit-BM-17:9858615;NetPath:8657117;NetPath:9858615;SPIKE:15838517
MDC1	TP53BP1	1	1	ACSN:18087291;BioGRID:17925396;HPRD:12607005;SPIKE:16009723
RNF8	H2AC20	1	1	ACSN:19203579;SPIKE:18001824
MDC1	RNF8	1	1	BioGRID:18001825;HPRD:18001825;IntAct:18001824;IntAct:18001825;Lit-BM-17:18001824;Lit-BM-17:18001825;Lit-BM-17:18006705;Lit-BM-17:24240613;Lit-BM-17:25512560;SIGNOR:18678647;SPIKE:18001824;SPIKE:18006705;SPIKE:18082599
PRKN	RANBP2	1	1	HPRD:16332688;IntAct:16332688;Lit-BM-17:16332688;SIGNOR:16332688;SPIKE:20418918
PRKN	PUF60	1	1	SPIKE:20418918
PRKN	SNCAIP	1	1	Lit-BM-17:11590439;Lit-BM-17:15603737;Lit-BM-17:15894486;Lit-BM-17:15944382;Lit-BM-17:16049031;Lit-BM-17:16096643;Lit-BM-17:20089136;Lit-BM-17:21590270;SPIKE:20418918
DCLRE1C	XRCC4	1	1	SPIKE:16857680
PRKN	CTNNB1	1	1	SPIKE:20418918
PRKN	JUN	1	1	SPIKE:20418918
PRKN	HSPA1B	1	1	SPIKE:20418918
PRKN	ATXN2	1	1	SPIKE:20418918
BACE2	APP	1	1	HPRD-phos:10936190;HPRD-phos:15178331;HPRD-phos:8764598;HPRD:10605825;HPRD:10931940;HPRD:10936190;HPRD:15178331;HPRD:8764598;KEA:10936190;KEA:15178331;KEA:8764598;SPIKE:20418918;iPTMnet:10936190;iPTMnet:15178331;iPTMnet:8764598
PRKN	SNCA	1	1	BioGRID:18195004;HPRD:11588587;SIGNOR:12666095;SPIKE:20418918
BACE1	APP	1	1	BioGRID:19251705;BioGRID:28869759;HPRD:10531052;IntAct:10677483;IntAct:12901838;IntAct:22801501;IntAct:30538620;IntAct:32814053;SIGNOR:28923680;SPIKE:20418918
XRCC4	PNKP	1	1	DOMINO:15385968;HPRD:15385968;IntAct:15385968;IntAct:17353931;IntAct:21637298;IntAct:32296183;LMPID:15385968;Lit-BM-17:15385968;Lit-BM-17:17353931;Lit-BM-17:21637298;Lit-BM-17:26186194;SPIKE:12032095
TP53BP1	HDAC4	1	1	SPIKE:16945145
ADAM10	APP	1	1	IntAct:30538620;IntAct:32814053;SPIKE:12535668
PREX2	PTEN	1	1	SIGNOR:24367090;SPIKE:19729658
PINK1	TRAP1	1	1	DIP:17579517;IntAct:17579517;SPIKE:17579517
PTPRD	STAT3	1	1	DEPOD:19478061;ProtMapper:19478061;SIGNOR:19478061;SPIKE:20418918
XRCC1	PNKP	1	1	HPRD:11163244;IntAct:17353931;IntAct:19155274;IntAct:21637298;LMPID:15367657;Lit-BM-17:11163244;Lit-BM-17:15367657;Lit-BM-17:15385968;Lit-BM-17:17353931;Lit-BM-17:19155274;Lit-BM-17:21637298;Lit-BM-17:26496610;SPIKE:11163244
PEBP1	RAF1	1	1	AlzPathway:17706925;BioGRID:15886202;CancerCellMap:10757792;HPRD:17097642;InnateDB:11585904;IntAct:17097642;IntAct:21831839;Lit-BM-17:10757792;Lit-BM-17:14654844;Lit-BM-17:17097642;Lit-BM-17:21831839;NetPath:10757792;ProtMapper:23416466;SIGNOR:10490027;SPIKE:10490027;SPIKE:10757792;SignaLink3:10490027;SignaLink3:10757792;SignaLink3:17097642;SignaLink3:23331499
USP28	FBXW7	1	1	SPIKE:20399964
CDK2	MYC	1	1	KEA:17570479;ProtMapper:20445224;ProtMapper:22348395;ProtMapper:27653698;ProtMapper:29896817;SPIKE:19966300;dbPTM:15103331;dbPTM:17081983;dbPTM:17558397;dbPTM:18669648;dbPTM:19966300;dbPTM:20713526;dbPTM:8386367
HBP1	MYC	1	1	Lit-BM-17:20008325;SPIKE:20008325
RPL11	TRRAP	1	1	SPIKE:20194507
TRRAP	MYC	1	1	BioGRID:11511539;DIP:12660246;DIP:9708738;HPRD:9708738;IntAct:17353931;IntAct:9708738;SPIKE:12660246;SPIKE:17145710;SPIKE:20194507
MYC	JAG2	1	1	SPIKE:20133585
FBXW7	MYC	1	1	BioGRID:15150404;BioGRID:15498494;BioGRID:20970423;BioGRID:31569395;BioGRID:32021252;BioGRID:32047362;BioGRID:33821962;HPRD:16023596;HPRD:17157259;IntAct:17157259;IntAct:28007894;LMPID:15103331;LMPID:15992821;SIGNOR:15103331;SIGNOR:20852628;SPIKE:16023596;SPIKE:17145710;SPIKE:20399964
PAK1	PXN	1	1	Adhesome:10330411;Adhesome:11096073;Adhesome:14580336;CA1:11096073;HPRD:10330411;PhosphoSite:16717130;PhosphoSite:18986306;ProtMapper:16717130;ProtMapper:23317503;ProtMapper:25472536;ProtMapper:26598620;ProtMapper:27542844;ProtMapper:28214467;SIGNOR:16717130;SPIKE:16717130;SPIKE:17440071;iPTMnet:16717130
CASP3	PRKDC	1	1	BioGRID:8804412;CA1:8798786;ELM:8670824;HPRD:8804412;SPIKE:12867423;SPIKE:8804412
CASP3	GSN	1	1	CA1:9323209;HPRD:9323209;HPRD:9671712;SIGNOR:9323209;SIGNOR:9671712;SPIKE:9323209;SPIKE:9930654
SMG1	UPF1	1	1	HPRD:11331269;HPRD:11544179;HPRD:18423202;InnateDB:19417104;PhosphoSite:11544179;PhosphoSite:21965535;PhosphoSite:23826386;PhosphoSite:24115769;ProtMapper:21965535;ProtMapper:23356578;ProtMapper:25013172;ProtMapper:25535763;ProtMapper:29768215;SIGNOR:23356578;SPIKE:15175154;iPTMnet:23356578
ATM	USP28	1	1	PhosphoSite:16901786;SPIKE:16901786
MAP2K4	MAPK8	1	1	ACSN:11274345;ACSN:12624093;ACSN:12738796;ACSN:18855897;ACSN:21614932;ELM:12788955;ELM:23047924;ELM:26370088;HPRD-phos:16153436;HPRD-phos:18669648;HPRD:11062067;HPRD:9661668;HPRD:9808624;InnateDB:10713157;InnateDB:12788955;InnateDB:13130464;InnateDB:15998799;KEA:11062067;KEA:15755722;KEA:15911620;KEA:16153436;KEA:17192257;KEA:7839144;KEA:9312068;KEA:95141073;PhosphoSite:23416355;ProtMapper:10385525;ProtMapper:10499589;ProtMapper:10521444;ProtMapper:10748139;ProtMapper:10791986;ProtMapper:10958661;ProtMapper:10962008;ProtMapper:11062067;ProtMapper:11099046;ProtMapper:11389443;ProtMapper:11489946;ProtMapper:11847100;ProtMapper:12133933;ProtMapper:12354380;ProtMapper:12709432;ProtMapper:12917261;ProtMapper:14523011;ProtMapper:15068801;ProtMapper:16076903;ProtMapper:16282370;ProtMapper:16440308;ProtMapper:17143273;ProtMapper:7600581;ProtMapper:7600582;ProtMapper:7652575;ProtMapper:7992057;ProtMapper:8702918;ProtMapper:8805275;ProtMapper:8910292;ProtMapper:9108083;ProtMapper:9305638;ProtMapper:9448004;ProtMapper:9487126;ProtMapper:9724739;ProtMapper:9733714;ProtMapper:9860979;ProtMapper:9891069;SIGNOR:11062067;SIGNOR:9724739;SPIKE:15302099;SignaLink3:11062067;SignaLink3:11242034;SignaLink3:18988627;SignaLink3:21071413;SignaLink3:23331499;SignaLink3:9207092;SignaLink3:9661668;SignaLink3:9808624;dbPTM:17192257;dbPTM:18083107;dbPTM:18669648;dbPTM:19369195;dbPTM:19534553;dbPTM:19690332;iPTMnet:11062067;iPTMnet:15911620;iPTMnet:16153436;iPTMnet:18669648;iPTMnet:7839144;iPTMnet:9724739;phosphoELM:15911620;phosphoELM:7839144
ULK1	ATG13	1	1	ARN:19211835;ARN:19225151;ARN:19287211;ARN:20562859;AlzPathway:15197469;BioGRID:27203176;InnateDB:19211835;InnateDB:19225151;InnateDB:19287211;InnateDB:20562859;IntAct:20562859;IntAct:25686248;IntAct:33450483;Lit-BM-17:19597335;Lit-BM-17:20562859;Lit-BM-17:21460630;Lit-BM-17:23392225;Lit-BM-17:23524951;Lit-BM-17:25126726;Lit-BM-17:25686248;Lit-BM-17:26018823;PhosphoSite:26138443;PhosphoSite:26687599;PhosphoSite:27387056;PhosphoSite:27390127;PhosphoSite:27932573;SIGNOR:19211835;SPIKE:18936157
ULK1	RB1CC1	1	1	ARN:19211835;ARN:19225151;ARN:20562859;InnateDB:19211835;InnateDB:19225151;InnateDB:20562859;IntAct:20562859;Lit-BM-17:20562859;Lit-BM-17:23392225;Lit-BM-17:25686248;PhosphoSite:26118643;SIGNOR:19597335;SPIKE:19225151
MTOR	ATG13	1	1	ACSN:11274345;ACSN:12150925;ACSN:12408816;ACSN:15755954;ACSN:17680028;ACSN:18000759;ACSN:19151919;ACSN:19225151;ACSN:19446321;ACSN:19568798;ACSN:19706736;ACSN:19864431;ACSN:21157483;ARN:19225151;InnateDB:19211835;InnateDB:19225151;ProtMapper:26801615;SIGNOR:19211837;SPIKE:19211835;SPIKE:19225151;SPIKE:19258318
SH3GLB1	UVRAG	1	1	DOMINO:17891140;InnateDB:17891140;IntAct:17891140;SPIKE:18032918;SPIKE:21068542
ATG13	RB1CC1	1	1	InnateDB:19225151;IntAct:20562859;Lit-BM-17:19597335;Lit-BM-17:20562859;Lit-BM-17:23392225;SIGNOR:19225151;SPIKE:19211835;SPIKE:19225151
MTOR	ULK2	1	1	ACSN:11274345;ACSN:12150925;ACSN:12408816;ACSN:15755954;ACSN:17680028;ACSN:18000759;ACSN:19151919;ACSN:19225151;ACSN:19446321;ACSN:19568798;ACSN:19706736;ACSN:19864431;ACSN:21157483;ARN:19225151;InnateDB:19225151;SIGNOR:19211836;SPIKE:19225151
BECN1	PIK3R4	1	1	InnateDB:18843052;InnateDB:19050071;InnateDB:19270696;Lit-BM-17:19050071;Lit-BM-17:19270696;Lit-BM-17:20562859;Lit-BM-17:20711182;Lit-BM-17:25490155;Lit-BM-17:26496610;SPIKE:18957027
TIAM1	RAC1	1	1	ACSN:11955434;ACSN:12829230;ACSN:15611338;ACSN:15967165;Adhesome:10212259;Adhesome:10592173;Adhesome:11130063;Adhesome:11595749;Adhesome:7753201;Adhesome:8910315;BioGRID:11130063;CA1:10212259;HPRD:11130063;HPRD:11595749;Lit-BM-17:11130063;Lit-BM-17:11595749;SIGNOR:12393875;SIGNOR:32203420;SPIKE:11130063
HRAS	TIAM1	1	1	ACSN:12134164;ACSN:7673236;ACSN:9069260;Adhesome:12134164;Adhesome:16203995;HPRD:12134164;InnateDB:12134164;SPIKE:12134164;SPIKE:18568040
ATG10	ATG12	1	1	HPRD:12482611;InnateDB:16963840;SIGNOR:18704115;SPIKE:10508157;SPIKE:11265251;SPIKE:12482611
MTOR	RPTOR	1	1	BioGRID:16847060;BioGRID:25007995;BioGRID:26348909;HPRD:12150925;HPRD:12150926;HPRD:15066126;HPRD:16354680;HPRD:1683716516603397;InnateDB:12150925;InnateDB:12150926;InnateDB:12718876;InnateDB:15066126;InnateDB:15268862;InnateDB:15467718;InnateDB:15809305;InnateDB:16603397;InnateDB:16847060;InnateDB:16919458;InnateDB:16962653;InnateDB:17043309;InnateDB:17277771;InnateDB:17386266;InnateDB:17461779;InnateDB:17599906;InnateDB:17604271;InnateDB:18030348;InnateDB:18519641;InnateDB:18570873;InnateDB:18614546;InnateDB:18676370;InnateDB:19114562;InnateDB:19145465;IntAct:12150926;IntAct:12408816;IntAct:18955708;IntAct:19619545;IntAct:19875983;IntAct:21614075;IntAct:22424946;IntAct:23953116;IntAct:24375676;IntAct:25446900;IntAct:26348909;IntAct:27043084;Lit-BM-17:12150925;Lit-BM-17:12150926;Lit-BM-17:12408816;Lit-BM-17:12665511;Lit-BM-17:12719976;Lit-BM-17:12747827;Lit-BM-17:15066126;Lit-BM-17:15268862;Lit-BM-17:15459249;Lit-BM-17:15467718;Lit-BM-17:16183647;Lit-BM-17:16354680;Lit-BM-17:16603397;Lit-BM-17:16631613;Lit-BM-17:16798736;Lit-BM-17:16837165;Lit-BM-17:16847060;Lit-BM-17:16919458;Lit-BM-17:16962653;Lit-BM-17:17043309;Lit-BM-17:17277771;Lit-BM-17:17386266;Lit-BM-17:17461779;Lit-BM-17:17565979;Lit-BM-17:18030348;Lit-BM-17:18505677;Lit-BM-17:18519641;Lit-BM-17:18570873;Lit-BM-17:18722121;Lit-BM-17:18955708;Lit-BM-17:19114562;Lit-BM-17:19145465;Lit-BM-17:19446321;Lit-BM-17:19619545;Lit-BM-17:19875983;Lit-BM-17:20169205;Lit-BM-17:20381137;Lit-BM-17:20427287;Lit-BM-17:21045808;Lit-BM-17:21071439;Lit-BM-17:21177249;Lit-BM-17:21321085;Lit-BM-17:22258093;Lit-BM-17:22356909;Lit-BM-17:22424946;Lit-BM-17:22493283;Lit-BM-17:22544753;Lit-BM-17:23297343;Lit-BM-17:23872070;Lit-BM-17:23911927;Lit-BM-17:23953116;Lit-BM-17:24036451;Lit-BM-17:24337580;Lit-BM-17:24375676;Lit-BM-17:24403073;Lit-BM-17:24516643;Lit-BM-17:25007995;Lit-BM-17:25332233;Lit-BM-17:25446900;ProtMapper:19346248;ProtMapper:19864431;ProtMapper:21179025;ProtMapper:21981278;ProtMapper:22570334;ProtMapper:24972320;ProtMapper:25361081;ProtMapper:27043084;SIGNOR:19346248;SIGNOR:19864431;SPIKE:19346248;SPIKE:19864431;iPTMnet:19346248;iPTMnet:19864431
AKT1	AKT1S1	1	1	ACSN:10722653;ACSN:10949026;ACSN:11274345;ACSN:11715018;ACSN:11756412;ACSN:11923280;ACSN:12408816;ACSN:15169778;ACSN:15808505;ACSN:16697215;ACSN:17052453;ACSN:17277771;ACSN:17461779;ACSN:17517883;ACSN:17680028;ACSN:18000759;ACSN:18372248;ACSN:18570873;ACSN:18636226;ACSN:19143635;ACSN:19151919;ACSN:19568798;ACSN:19720745;ACSN:20138985;ACSN:20214616;ACSN:20398329;ACSN:20832730;ACSN:21157483;ACSN:9812896;HPRD-phos:12524439;HPRD-phos:14973226;HPRD-phos:18669648;HPRD-phos:19413330;HPRD-phos:19651622;HPRD-phos:20068231;HPRD:12524439;HPRD:14973226;InnateDB:12524439;KEA:12524439;KEA:14973226;KEA:17081983;KEA:18372248;KEA:18669648;PhosphoSite:12524439;ProtMapper:11352916;ProtMapper:12524439;ProtMapper:12820960;ProtMapper:12869586;ProtMapper:17277771;ProtMapper:17329361;ProtMapper:17386266;ProtMapper:17510057;ProtMapper:19446321;ProtMapper:23415227;SIGNOR:12524439;SPIKE:17386266;dbPTM:12524439;dbPTM:17081983;dbPTM:18669648;dbPTM:19413330;dbPTM:19690332;iPTMnet:12524439
DAPK1	CAMKK2	1	1	KEA:15209507;KEA:18691976;ProtMapper:15209507;SIGNOR:15209507;SPIKE:15209507;iPTMnet:15209507;phosphoELM:15209507
DAPK1	MAPK6	1	1	SPIKE:15616583
UVRAG	PIK3R4	1	1	SPIKE:18957027
ULK2	ATG13	1	1	ARN:19225151;ARN:20562859;InnateDB:19225151;SIGNOR:19225151;SPIKE:18936157
UVRAG	BECN1	1	1	ARN:16799551;ARN:18641390;ARN:18843052;ARN:19050071;ARN:19270696;ARN:20562859;ARN:23954414;ARN:24034250;BioGRID:24956373;DIP:19050071;DIP:24056303;InnateDB:18641390;InnateDB:18843052;InnateDB:19050071;InnateDB:19270696;IntAct:19050071;IntAct:21597469;IntAct:22081109;IntAct:32296183;Lit-BM-17:18641390;Lit-BM-17:18843052;Lit-BM-17:19050071;Lit-BM-17:19270696;Lit-BM-17:20562859;Lit-BM-17:21597469;Lit-BM-17:22081109;Lit-BM-17:23954414;Lit-BM-17:24034250;Lit-BM-17:25490155;Lit-BM-17:26496610;Lit-BM-17:27203177;SIGNOR:17106237;SIGNOR:21311563;SPIKE:16799551;SPIKE:18641390;SPIKE:19172397
AKT1S1	RPTOR	1	1	InnateDB:17517883;InnateDB:17604271;InnateDB:18030348;InnateDB:18215133;SPIKE:17386266;SPIKE:17510057;SPIKE:18030348
MTOR	AKT1S1	1	1	HPRD:17277771;InnateDB:17277771;InnateDB:17386266;InnateDB:17517883;InnateDB:17604271;InnateDB:18030348;InnateDB:18570873;InnateDB:19114562;PhosphoSite:17517883;PhosphoSite:26876939;ProtMapper:17517883;ProtMapper:18372248;ProtMapper:26876939;ProtMapper:28978182;SIGNOR:17517883;SIGNOR:18372248;SPIKE:17517883;SPIKE:17604271;SPIKE:18030348;SPIKE:18372248;iPTMnet:17517883
ULK2	RB1CC1	1	1	ARN:19225151;ARN:20562859;InnateDB:19225151
MCL1	BAD	1	1	HPRD:10579309;HPRD:10837489;HPRD:11483855;SPIKE:10579309;SPIKE:11571294
ATG10	ATG5	1	1	AlzPathway:15197469;HPRD:12482611;InnateDB:16963840;SPIKE:10508157
ATG7	ATG3	1	1	AlzPathway:15197469;HPRD:11825910;SPIKE:11825910
HRAS	PLCE1	1	1	HPRD:11022048;InnateDB:11022048;NetPath:11022048;SPIKE:11022048;SPIKE:11179219
MAPK14	MAPKAPK5	1	1	ACSN:11274345;ACSN:12738796;ACSN:15187187;ACSN:18039929;HPRD-phos:18669648;HPRD-phos:9628874;HPRD:9628874;InnateDB:11157753;KEA:9628874;ProtMapper:9628874;SIGNOR:9628874;SPIKE:9628874;SignaLink3:18988627;SignaLink3:23331499;SignaLink3:9628874;iPTMnet:18669648;iPTMnet:9628874;phosphoELM:9628874
MAPKAPK5	TP53	1	1	HPRD:17254968;KEA:17254968;ProtMapper:17254968;ProtMapper:17624785;ProtMapper:23685072;ProtMapper:24818748;ProtMapper:26295581;SIGNOR:17254968;SPIKE:17254968;SPIKE:18568040;dbPTM:17254968;iPTMnet:17254968;phosphoELM:17254968
ATG5	ATG16L1	1	1	BioGRID:22847423;BioGRID:23202584;BioGRID:28594407;DIP:23202584;HPRD:12665549;InnateDB:20639872;InnateDB:21575909;IntAct:23202584;Lit-BM-17:18448665;Lit-BM-17:20562859;Lit-BM-17:20639872;Lit-BM-17:22342342;Lit-BM-17:23202584;Lit-BM-17:23262492;Lit-BM-17:23392225;Lit-BM-17:25484072;SPIKE:10406794;SPIKE:12665549
TP53	MCL1	1	1	ACSN:11160159;ACSN:18208354;ACSN:19808698;SPIKE:11832478;SPIKE:18208354
BNIP3	BCL2	1	1	HPRD:10625696;Lit-BM-17:10381623;Lit-BM-17:10625696;Lit-BM-17:23504944;Lit-BM-17:7954800;SPIKE:10625696;SPIKE:19136941
BNIP3	BCL2L1	1	1	HPRD:10625696;Lit-BM-17:10625696;SPIKE:10625696
SPNS1	BCL2	1	1	HPRD:12815463;SPIKE:12815463
SPNS1	BCL2L1	1	1	HPRD:12815463;SPIKE:12815463
ATG4B	MAP1LC3B	1	1	HPRD:16169070;InnateDB:15355958;InnateDB:19549685;IntAct:16169070;IntAct:19322194;IntAct:20010802;IntAct:20562859;IntAct:21900206;IntAct:32296183;Lit-BM-17:15355958;Lit-BM-17:16169070;Lit-BM-17:18083104;Lit-BM-17:19322194;Lit-BM-17:20010802;Lit-BM-17:20562859;Lit-BM-17:21900206;Lit-BM-17:24023838;SIGNOR:15187094;SPIKE:11038174;SPIKE:14530254;SPIKE:15187094;SPIKE:16169070;SPIKE:20562859
CALM1	DAPK1	1	1	CA1:9367156;InnateDB:20103772;Lit-BM-17:15048887;Lit-BM-17:20103772;SPIKE:11313698
DAPK1	MCM3	1	1	KEA:18283219;ProtMapper:18283219;SIGNOR:18283219;SPIKE:18283219;iPTMnet:18283219;phosphoELM:18283219
SH3GLB1	PIK3C3	1	1	SPIKE:17891140
CAPN1	BCL2	1	1	SPIKE:12000759
CAPN2	BCL2	1	1	SPIKE:12000759
CAPN1	BCL2L1	1	1	HPRD:12000759;SPIKE:12000759
CAPN2	BID	1	1	ACSN:11404357;ACSN:11940658;ACSN:16129881;ACSN:17264306;ACSN:17593948;ACSN:18469004;ACSN:20709625;ACSN:21266584;ACSN:21670566;ACSN:21738214;SPIKE:12000759
CAPN1	BID	1	1	ACSN:11404357;ACSN:11940658;ACSN:16129881;ACSN:17264306;ACSN:17593948;ACSN:18469004;ACSN:20709625;ACSN:21266584;ACSN:21670566;ACSN:21738214;HPRD:12000759;SPIKE:12000759
CASP3	EIF4EBP1	1	1	SPIKE:10672017
CASP3	SPTAN1	1	1	ELM:9712874;HPRD:9811849;SIGNOR:9624143;SPIKE:8910516;SPIKE:9624143
CASP3	EIF4G1	1	1	SPIKE:10611228;SPIKE:9819442
CASP3	BCAR1	1	1	HPRD-phos:10712510;HPRD:10712510;SPIKE:11447317;SPIKE:11511102
CASP3	EIF4G2	1	1	CA1:10371215;HPRD:11175261;SPIKE:10611228;SPIKE:10672017
CASP3	EIF4G3	1	1	SPIKE:10611228;SPIKE:10672017
CASP3	BCL2	1	1	ACSN:10409669;ACSN:20139069;HPRD:11948397;HPRD:9395403;SPIKE:9395403
CASP2	CYCS	1	1	SPIKE:11832478
CASP2	DIABLO	1	1	SPIKE:11832478
CASP6	NUMA1	1	1	SPIKE:17401638;SPIKE:9463409
CASP6	VIM	1	1	HPRD-phos:10469173;HPRD-phos:11423904;HPRD-phos:11514563;HPRD:10469173;HPRD:11423904;HPRD:11514563;SPIKE:11423904
CAPN2	BCL2L1	1	1	SPIKE:12000759
CASP2	AIFM1	1	1	SPIKE:11832478
CASP2	RIPK1	1	1	ACSN:10521396;ACSN:19935698;ACSN:20125124;SPIKE:15590671
CASP10	RIPK1	1	1	InnateDB:11002417;NetPath:12887920;SPIKE:16186808
CASP10	BID	1	1	HPRD:15772077;SPIKE:16186808
TOPBP1	ATR	1	1	SIGNOR:16530042;SPIKE:16285702;SPIKE:18066086;SPIKE:18769153
SGK1	KCNQ4	1	1	SPIKE:16301825
POU4F3	BDNF	1	1	SPIKE:15465029
ATOH1	POU4F3	1	1	SPIKE:15254021
POU4F3	GFI1	1	1	SPIKE:15254021
MYO15A	WHRN	1	1	HPRD:15590698;SPIKE:15654330;SPIKE:17619105
SOX2	ATOH1	1	1	SPIKE:15846349
ATOH1	BARHL1	1	1	SPIKE:18212062
ADGRV1	ADCY6	1	1	SPIKE:17567809
ID3	ATOH1	1	1	SPIKE:16407553
ID2	ATOH1	1	1	SPIKE:16407553
NOTCH1	PAX8	1	1	SPIKE:18495817
ID1	ATOH1	1	1	SPIKE:16407553
KCNE1	KCNQ4	1	1	SPIKE:16301825
NOTCH1	FOXI2	1	1	SPIKE:18495817
WNT1	FOXI2	1	1	SPIKE:18495817
E2F1	BRCA1	1	1	ACSN:12909625;DIP:12697828;HPRD:11278247;HPRD:9244350;SPIKE:18319725;SPIKE:18660752
TIRAP	MYD88	1	1	BioGRID:28483816;DIP:24316379;HPRD:11544529;InnateDB:11526399;InnateDB:11544529;InnateDB:12888566;InnateDB:19506249;InnateDB:21873236;InnateDB:22673208;InnateDB:24265315;IntAct:11544529;IntAct:17258210;IntAct:17583698;IntAct:21334391;Lit-BM-17:11544529;Lit-BM-17:17258210;Lit-BM-17:17583698;Lit-BM-17:18221795;Lit-BM-17:20048342;SIGNOR:11544529;SIGNOR:25948473;SPIKE:16410796
SIX1	PAX2	1	1	SPIKE:17035528
SIX1	EYA1	1	1	HPRD:11734542;HPRD:12874121;HPRD:15226428;HPRD:15492887;IntAct:32296183;SPIKE:11734542;SPIKE:15492887;SPIKE:17035528
FOXI1	SIX1	1	1	SPIKE:17035528
PDPK1	PRKCG	1	1	SIGNOR:15209375;SPIKE:17053865
PDK1	PRKCG	1	1	KEA:18669648;SPIKE:17053865
JAG1	CDKN1B	1	1	SPIKE:16495313
E2F1	EZH2	1	1	ACSN:14532106;SPIKE:14532106;SPIKE:18319725
E2F2	CCNB1	1	1	ACSN:15510213;SPIKE:15510213;SPIKE:18319725
WNT1	JAG1	1	1	SPIKE:18495817
WNT1	NOTCH1	1	1	SPIKE:18495817
NOTCH1	WNT1	1	1	SPIKE:18495817
NOTCH1	ATOH1	1	1	SPIKE:16283144
WNT1	DLX5	1	1	SPIKE:18495817
POU4F3	NTF3	1	1	SPIKE:15465029
NOTCH1	HES5	1	1	SPIKE:16283144;SPIKE:17537801
NOTCH1	SOX2	1	1	SPIKE:17537801
NOTCH1	BMP4	1	1	SPIKE:17537801
MYC	NME1	1	1	SPIKE:11960382;SPIKE:17093053
RALB	RALBP1	1	1	CancerCellMap:9422736;HPRD:7673236;Lit-BM-17:14525976;Lit-BM-17:21241894;Lit-BM-17:7673236;NetPath:9422736;SPIKE:21686269
RALGDS	RALA	1	1	CA1:8094051;SPIKE:20478380
RALBP1	CDC42	1	1	CA1:7623849;SPIKE:21686269
RALBP1	RAC1	1	1	CA1:9395447;HPRD:7673236;SIGNOR:32203420;SPIKE:21686269
WNT1	GBX2	1	1	SPIKE:18495817
WNT1	PAX2	1	1	SPIKE:18495817
WNT1	PAX8	1	1	SPIKE:18495817
WNT1	HES1	1	1	SPIKE:18495817
JAG1	NOTCH1	1	1	ACSN:22330899;ACSN:22363130;Baccin2019:769772111006133;BioGRID:11006133;CellChatDB:22353464;CellPhoneDB:22353464;CellTalkDB:22353464;Cellinker:11006133;Cellinker:22353464;Cellinker:7697721;DIP:18660822;HPMR:7697721;HPRD:11006133;ICELLNET:15137944;ICELLNET:16921404;ICELLNET:18292500;IntAct:18660822;IntAct:23086448;LRdb:11;LRdb:7697721;Lit-BM-17:11006133;Lit-BM-17:18660822;Lit-BM-17:21820430;NetPath:11006133;SIGNOR:18660822;SPIKE:11006133;SPIKE:16713569;SPIKE:17537801;SPIKE:18495817;SignaLink3:10958687;SignaLink3:11006133;SignaLink3:18988627;SignaLink3:21071413;SignaLink3:23331499;connectomeDB2020:11006133;connectomeDB2020:7697721
NOTCH1	HES1	1	1	ACSN:16039586;ACSN:17143292;ACSN:19000719;ACSN:19619488;ACSN:23343194;SPIKE:18495817
WNT1	SOX9	1	1	SPIKE:18495817
KIT	GRB2	1	1	BioGRID:17904548;BioGRID:7523859;DIP:8950973;ELM:10377264;HPRD:10377264;InnateDB:8647802;IntAct:10377264;IntAct:24728074;IntAct:7523381;Lit-BM-17:10022833;Lit-BM-17:10377264;Lit-BM-17:17452978;Lit-BM-17:17904548;Lit-BM-17:24728074;Lit-BM-17:7523381;Lit-BM-17:8647802;Lit-BM-17:8950973;NetPath:17904548;NetPath:8647802;SIGNOR:10377264;SPIKE:10022833;SPIKE:10377264;SPIKE:16713569
SIX1	BMP4	1	1	SPIKE:12874121
SIX1	FGF10	1	1	SPIKE:12874121
SIX1	FGF3	1	1	SPIKE:12874121
EYA1	FGF3	1	1	SPIKE:12874121
KCNQ4	SLC26A5	1	1	SPIKE:15660259
PRKACG	KCNQ4	1	1	SPIKE:15660259
SIX1	GATA3	1	1	SPIKE:12874121
